EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,NumCompaniesWorked,Over18,DistanceFromHome,Attrition,PerformanceRating,EmployeeCount,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,StandardHours,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,OverTime,BusinessTravel,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear
1747,30,Female,Divorced,3,"Human Resources",6,Y,8,Yes,3,1,2180,9732,600,66,11,1,80,"Human Resources","Human Resources",1,2,4,No,Travel_Frequently,3,3,2,6,4,2,1,2,0
1749,31,Male,Married,3,"Technical Degree",1,Y,5,No,3,1,8346,20943,1003,51,19,1,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,1,3,3,6,5,2,0,2,3
1751,27,Female,Single,3,Medical,1,Y,8,No,3,1,3445,6152,1054,67,11,0,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,3,2,6,6,2,1,4,5
1752,29,Female,Single,3,Marketing,1,Y,9,Yes,3,1,2760,14630,428,52,13,0,80,Sales,"Sales Representative",1,1,2,No,Travel_Rarely,2,3,3,2,2,2,2,2,3
1753,29,Male,Single,3,"Life Sciences",8,Y,1,No,3,1,6294,23060,461,70,12,0,80,"Research & Development","Healthcare Representative",2,4,3,Yes,Travel_Frequently,4,4,4,10,3,2,0,2,5
1754,30,Male,Divorced,2,Marketing,2,Y,15,No,3,1,7140,3088,979,94,11,1,80,Sales,"Sales Executive",3,2,1,No,Travel_Rarely,3,1,3,12,7,7,1,7,2
1755,34,Male,Married,4,Medical,0,Y,2,No,3,1,2932,5586,181,97,14,3,80,"Research & Development","Research Scientist",1,4,4,Yes,Travel_Rarely,4,1,3,6,5,0,1,2,3
1756,33,Female,Single,3,Marketing,8,Y,2,No,3,1,5147,10697,1283,62,15,0,80,Sales,"Sales Executive",2,3,2,No,Non-Travel,4,4,2,13,11,7,1,7,2
1757,49,Female,Single,4,Marketing,3,Y,11,No,3,1,4507,8191,1313,80,12,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,4,3,4,8,5,1,0,4,1
1758,33,Female,Single,3,"Life Sciences",2,Y,16,Yes,4,1,8564,10092,211,74,20,0,80,Sales,"Sales Executive",3,3,1,Yes,Travel_Rarely,1,3,2,11,0,0,0,0,2
1760,38,Female,Married,2,Medical,4,Y,2,No,3,1,2468,15963,594,75,14,1,80,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Frequently,3,2,2,9,6,1,0,5,4
1761,31,Male,Married,4,Marketing,2,Y,16,Yes,3,1,8161,19002,1079,70,13,3,80,Sales,"Sales Executive",3,3,3,No,Travel_Rarely,1,1,3,10,1,0,0,0,2
1762,29,Female,Divorced,3,"Technical Degree",1,Y,4,No,3,1,2109,10007,590,91,13,1,80,"Research & Development","Research Scientist",1,2,1,No,Travel_Rarely,4,3,3,1,1,0,0,0,2
1763,30,Male,Married,3,"Life Sciences",3,Y,16,No,3,1,5294,9128,305,58,16,1,80,"Research & Development","Healthcare Representative",2,4,3,No,Travel_Rarely,3,3,3,10,7,0,1,7,3
1764,32,Male,Single,4,"Technical Degree",2,Y,5,No,3,1,2718,17674,953,65,14,0,80,"Research & Development","Research Scientist",1,3,2,No,Non-Travel,2,2,3,12,7,7,0,7,3
1766,38,Male,Married,3,Medical,3,Y,18,No,3,1,5811,24539,833,60,16,1,80,"Research & Development","Healthcare Representative",2,1,4,Yes,Travel_Rarely,2,3,3,15,1,0,1,0,2
1767,43,Male,Married,3,"Technical Degree",9,Y,17,Yes,3,1,2437,15587,807,38,16,1,80,"Research & Development","Research Scientist",1,2,3,Yes,Travel_Frequently,3,4,3,6,1,0,0,0,4
1768,42,Male,Divorced,3,Medical,8,Y,12,No,4,1,2766,8952,855,57,22,3,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,2,2,2,7,5,3,0,4,6
1770,55,Male,Married,3,Medical,8,Y,2,No,3,1,19038,19805,478,60,12,3,80,"Research & Development","Research Director",5,2,1,No,Travel_Rarely,3,2,3,34,1,0,0,0,2
1771,33,Male,Divorced,3,"Technical Degree",5,Y,4,No,3,1,3055,6194,775,90,15,2,80,"Research & Development","Research Scientist",2,3,2,No,Non-Travel,4,4,2,11,9,8,1,7,2
1772,41,Male,Divorced,4,"Life Sciences",1,Y,9,No,4,1,2289,20520,548,94,20,2,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,3,2,3,5,5,3,0,4,2
1774,34,Male,Divorced,3,"Life Sciences",1,Y,10,No,3,1,4001,12313,1375,87,14,1,80,Sales,"Sales Executive",2,3,3,Yes,Non-Travel,4,3,3,15,15,14,0,7,3
1775,53,Female,Married,4,Medical,4,Y,1,No,4,1,12965,22308,661,60,20,3,80,"Research & Development","Manufacturing Director",4,2,3,Yes,Non-Travel,1,4,2,27,3,2,0,2,2
1778,43,Male,Single,3,"Life Sciences",0,Y,2,No,3,1,3539,5033,244,97,13,0,80,"Human Resources","Human Resources",1,3,4,No,Travel_Rarely,2,2,3,10,9,7,1,8,5
1779,34,Female,Single,2,"Life Sciences",5,Y,3,No,3,1,6029,25353,511,32,12,0,80,Sales,"Sales Executive",2,1,4,No,Travel_Rarely,4,1,3,6,2,2,2,2,3
1780,21,Male,Single,1,Marketing,1,Y,7,Yes,3,1,2679,4567,337,31,13,0,80,Sales,"Sales Representative",1,3,2,No,Travel_Rarely,2,2,3,1,1,0,1,0,3
1782,38,Female,Married,2,Other,1,Y,6,No,3,1,3702,16376,1153,40,11,1,80,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Rarely,4,2,3,5,5,4,0,4,3
1783,22,Female,Married,1,Medical,1,Y,8,Yes,3,1,2398,15999,1294,79,17,0,80,"Research & Development","Laboratory Technician",1,3,1,Yes,Travel_Rarely,3,3,3,1,1,0,0,0,6
1784,31,Female,Married,4,Marketing,1,Y,29,No,3,1,5468,13402,196,91,14,2,80,Sales,"Sales Executive",2,2,4,No,Travel_Rarely,1,1,3,13,12,7,5,7,3
1786,51,Female,Married,3,"Technical Degree",2,Y,3,No,3,1,13116,22984,942,53,11,0,80,"Research & Development",Manager,3,3,3,No,Travel_Rarely,1,4,3,15,2,2,2,2,2
1787,37,Male,Married,2,Marketing,1,Y,9,No,3,1,4189,8800,589,46,14,2,80,Sales,"Sales Executive",2,2,2,No,Travel_Rarely,2,1,3,5,5,2,0,3,2
1789,46,Male,Divorced,4,Medical,7,Y,2,No,3,1,19328,14218,734,46,17,1,80,"Research & Development","Research Director",5,3,4,Yes,Travel_Rarely,3,3,3,24,2,1,2,2,3
1790,36,Male,Married,3,"Life Sciences",7,Y,10,No,3,1,8321,25949,1383,90,13,1,80,"Research & Development","Healthcare Representative",3,3,1,Yes,Travel_Rarely,4,4,3,15,12,8,5,7,1
1792,44,Male,Divorced,2,Medical,1,Y,1,Yes,3,1,2342,11092,429,99,12,3,80,"Research & Development","Research Scientist",1,3,2,Yes,Travel_Frequently,3,3,2,6,5,3,2,3,2
1794,37,Male,Divorced,2,Other,2,Y,8,No,3,1,4071,12832,1239,89,13,0,80,"Human Resources","Human Resources",2,3,2,No,Travel_Rarely,3,3,2,19,10,0,4,7,4
1797,35,Male,Single,3,"Life Sciences",1,Y,27,Yes,3,1,5813,13492,303,84,18,0,80,Sales,"Sales Executive",2,3,4,Yes,Travel_Rarely,3,4,3,10,10,7,7,7,2
1798,33,Male,Married,4,"Life Sciences",6,Y,8,No,3,1,3143,6076,867,90,19,1,80,"Research & Development","Research Scientist",1,4,1,No,Travel_Rarely,4,2,3,14,10,8,7,6,1
1799,28,Male,Married,3,"Life Sciences",1,Y,1,No,3,1,2044,5531,1181,82,11,1,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,3,3,4,5,5,3,0,3,6
1800,39,Male,Single,1,Medical,7,Y,10,No,4,1,13464,7914,1253,65,21,0,80,"Research & Development","Research Director",3,3,3,No,Travel_Rarely,3,3,3,9,4,3,2,2,3
1801,46,Male,Single,2,"Life Sciences",8,Y,26,No,3,1,7991,25166,849,98,15,0,80,Sales,"Sales Executive",2,2,2,No,Non-Travel,2,3,3,6,2,2,2,2,3
1802,40,Female,Married,2,"Life Sciences",4,Y,2,No,3,1,3377,25605,616,99,17,1,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,3,4,2,7,4,3,0,2,5
1803,42,Male,Married,3,Medical,5,Y,13,No,3,1,5538,5696,1128,95,18,2,80,"Research & Development","Healthcare Representative",2,4,1,No,Travel_Rarely,2,3,2,10,0,0,0,0,2
1804,35,Male,Divorced,2,Medical,2,Y,2,No,3,1,5762,24442,1180,90,14,1,80,"Research & Development","Manufacturing Director",2,3,4,No,Non-Travel,2,3,3,15,7,7,1,7,6
1805,38,Male,Divorced,3,"Human Resources",5,Y,2,No,3,1,2592,7129,1336,100,13,3,80,"Human Resources","Human Resources",1,3,2,No,Non-Travel,1,4,3,13,11,10,3,8,3
1807,34,Male,Married,4,"Life Sciences",4,Y,9,Yes,3,1,5346,6208,234,93,17,1,80,"Research & Development","Laboratory Technician",2,3,1,No,Travel_Frequently,4,3,2,11,7,1,0,7,3
1809,37,Male,Single,4,Medical,1,Y,10,Yes,3,1,4213,4992,370,58,15,0,80,"Research & Development","Manufacturing Director",2,3,1,No,Travel_Rarely,4,2,1,10,10,3,0,8,4
1812,39,Male,Divorced,3,"Life Sciences",2,Y,20,No,3,1,4127,19188,766,83,18,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,3,4,3,7,2,1,2,2,6
1813,43,Male,Single,3,"Life Sciences",4,Y,9,No,3,1,2438,24978,343,52,13,0,80,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,1,3,2,7,3,2,1,2,2
1814,41,Male,Single,3,"Life Sciences",3,Y,5,No,3,1,6870,15530,447,85,12,0,80,"Research & Development","Healthcare Representative",2,4,2,No,Travel_Rarely,2,1,1,11,3,2,1,2,3
1815,41,Female,Divorced,1,Marketing,0,Y,4,No,3,1,10447,26458,796,81,13,1,80,Sales,"Sales Executive",3,3,3,Yes,Travel_Rarely,3,4,4,23,22,14,13,5,3
1816,30,Female,Single,3,Medical,9,Y,10,No,3,1,9667,2739,1092,64,14,0,80,"Research & Development","Manufacturing Director",3,3,3,No,Travel_Rarely,1,2,3,9,7,7,0,2,3
1818,26,Female,Married,2,Medical,0,Y,20,Yes,3,1,2148,6889,920,69,11,0,80,"Human Resources","Human Resources",1,3,2,Yes,Travel_Rarely,4,3,3,6,5,1,1,4,3
1821,46,Female,Married,2,Medical,4,Y,21,Yes,4,1,8926,10842,261,66,22,1,80,"Research & Development","Healthcare Representative",2,3,2,No,Travel_Rarely,4,4,4,13,9,7,3,7,2
1822,40,Female,Divorced,3,"Life Sciences",4,Y,1,No,3,1,6513,9060,1194,52,17,1,80,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Rarely,3,4,3,12,5,3,0,3,3
1823,34,Male,Married,2,"Technical Degree",1,Y,8,No,4,1,6799,22128,810,92,21,2,80,Sales,"Sales Executive",2,4,3,No,Travel_Rarely,2,3,3,10,10,8,4,8,5
1824,58,Male,Divorced,3,Medical,4,Y,2,No,4,1,16291,22577,350,52,22,1,80,Sales,Manager,4,3,2,No,Non-Travel,2,4,2,37,16,9,14,14,0
1826,35,Male,Married,4,Medical,0,Y,23,No,3,1,2705,9696,185,91,16,1,80,"Research & Development","Laboratory Technician",1,1,3,No,Travel_Rarely,2,2,4,6,5,4,0,3,2
1827,47,Female,Divorced,3,"Life Sciences",8,Y,4,No,3,1,10333,19271,1001,92,12,1,80,"Research & Development","Manufacturing Director",3,2,2,Yes,Travel_Rarely,3,3,3,28,22,11,14,10,4
1829,40,Female,Divorced,3,"Life Sciences",2,Y,12,No,3,1,4448,10748,750,47,12,1,80,"Research & Development","Healthcare Representative",2,3,1,No,Travel_Rarely,2,2,3,15,7,4,7,7,3
1830,54,Female,Married,4,Medical,4,Y,7,No,3,1,6854,15696,431,68,15,1,80,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,4,2,2,14,7,1,1,7,2
1833,31,Female,Married,4,Marketing,2,Y,7,No,3,1,9637,8277,1125,68,14,2,80,Sales,"Sales Executive",3,3,1,No,Travel_Frequently,1,4,3,9,3,2,2,2,3
1834,28,Female,Married,3,Medical,1,Y,1,No,4,1,3591,12719,1217,67,25,1,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,3,3,3,3,3,2,1,2,3
1835,38,Female,Married,4,Marketing,2,Y,2,No,4,1,5405,4244,723,77,20,2,80,Sales,"Sales Representative",2,1,4,Yes,Travel_Rarely,2,1,2,20,4,2,0,3,4
1836,26,Male,Single,3,Medical,1,Y,10,No,3,1,4684,9125,572,46,13,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,3,1,3,5,5,3,1,2,4
1837,58,Male,Married,4,"Life Sciences",2,Y,15,No,3,1,15787,21624,1216,87,14,0,80,"Research & Development","Research Director",4,3,3,Yes,Travel_Frequently,1,2,3,23,2,2,2,2,3
1839,18,Female,Single,3,Medical,1,Y,14,No,3,1,1514,8018,1431,33,16,0,80,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,2,3,1,0,0,0,0,0,4
1842,31,Male,Married,5,"Human Resources",0,Y,18,Yes,3,1,2956,21495,359,89,17,0,80,"Human Resources","Human Resources",1,4,1,No,Travel_Rarely,4,3,3,2,1,0,0,0,4
1844,29,Male,Divorced,3,"Human Resources",4,Y,13,Yes,3,1,2335,3157,350,56,15,3,80,"Human Resources","Human Resources",1,2,1,Yes,Travel_Rarely,1,4,3,4,2,2,2,0,3
1845,45,Female,Married,4,"Life Sciences",4,Y,2,No,4,1,5154,19665,589,67,22,2,80,Sales,"Sales Executive",2,3,3,No,Non-Travel,3,2,4,10,8,7,5,7,3
1847,36,Female,Married,4,Other,4,Y,2,No,4,1,6962,19573,430,73,22,1,80,"Research & Development","Research Scientist",2,3,2,Yes,Travel_Rarely,4,4,3,15,1,0,0,0,2
1849,43,Male,Married,4,"Life Sciences",1,Y,2,No,4,1,5675,19246,1422,92,20,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,1,3,3,7,7,7,7,7,5
1850,27,Female,Single,2,"Life Sciences",0,Y,5,No,3,1,2379,19826,1297,53,14,0,80,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Frequently,4,3,2,6,5,4,0,2,3
1852,29,Male,Married,1,Medical,1,Y,20,No,3,1,3812,7003,574,40,13,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Frequently,4,2,4,11,11,8,3,10,3
1853,32,Male,Single,4,Marketing,8,Y,10,No,3,1,4648,26075,1318,79,13,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,4,3,4,4,0,0,0,0,2
1854,42,Male,Married,4,"Technical Degree",3,Y,10,No,4,1,2936,6161,355,38,22,2,80,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,3,2,2,10,6,3,3,3,1
1856,47,Female,Single,4,"Life Sciences",4,Y,9,No,3,1,2105,5411,207,64,12,0,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,2,3,3,7,2,2,2,0,2
1857,46,Male,Divorced,2,"Life Sciences",3,Y,2,No,3,1,8578,19989,706,82,14,1,80,"Research & Development","Manufacturing Director",3,3,4,No,Travel_Rarely,4,3,2,12,9,8,4,7,4
1858,28,Male,Divorced,2,"Life Sciences",1,Y,1,No,3,1,2706,10494,280,43,15,1,80,"Human Resources","Human Resources",1,3,4,No,Non-Travel,3,2,3,3,3,2,2,2,2
1859,29,Male,Divorced,1,"Life Sciences",8,Y,29,No,3,1,6384,21143,726,93,17,2,80,"Research & Development","Healthcare Representative",2,1,3,No,Travel_Rarely,4,4,3,11,7,0,1,6,3
1860,42,Male,Single,3,"Life Sciences",4,Y,8,No,3,1,3968,13624,1142,81,13,0,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,4,4,3,8,0,0,0,0,3
1862,32,Male,Single,4,Marketing,7,Y,2,Yes,3,1,9907,26186,414,82,12,0,80,Sales,"Sales Executive",2,2,2,Yes,Travel_Rarely,3,3,2,7,2,2,2,2,3
1863,46,Female,Divorced,3,"Technical Degree",2,Y,3,No,3,1,13225,7739,1319,45,12,1,80,Sales,"Sales Executive",4,4,1,No,Travel_Rarely,1,4,3,25,19,17,2,8,5
1864,27,Female,Married,1,Medical,1,Y,23,No,4,1,3540,7018,728,36,21,1,80,Sales,"Sales Representative",2,2,3,No,Travel_Rarely,2,4,3,9,9,8,5,8,5
1865,29,Male,Married,1,Medical,1,Y,6,No,3,1,2804,15434,352,87,11,0,80,"Human Resources","Human Resources",1,2,2,No,Travel_Rarely,4,4,3,1,1,0,0,0,3
1866,43,Female,Married,3,Medical,7,Y,6,No,3,1,19392,22539,823,81,13,0,80,"Research & Development",Manager,5,2,3,No,Travel_Rarely,1,4,3,21,16,12,6,14,2
1867,48,Male,Married,3,"Life Sciences",4,Y,10,No,3,1,19665,13583,1224,91,12,0,80,"Research & Development","Research Director",5,2,2,No,Travel_Rarely,4,4,3,29,22,10,12,9,3
1868,29,Male,Single,2,"Life Sciences",1,Y,24,Yes,4,1,2439,14753,459,73,24,0,80,"Research & Development","Research Scientist",1,2,4,Yes,Travel_Frequently,4,2,2,1,1,0,1,0,3
1869,46,Female,Married,3,"Life Sciences",5,Y,10,Yes,4,1,7314,14011,1254,64,21,3,80,Sales,"Sales Executive",3,3,2,No,Travel_Rarely,3,3,3,14,8,7,0,7,2
1870,27,Female,Married,3,"Life Sciences",0,Y,15,No,3,1,4774,23844,1131,77,19,1,80,"Research & Development","Research Scientist",1,2,1,No,Travel_Frequently,4,4,2,8,7,6,7,3,2
1871,39,Male,Divorced,4,Other,8,Y,19,No,3,1,3902,5141,835,41,14,3,80,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,4,2,3,7,2,2,2,2,2
1873,55,Male,Married,4,"Technical Degree",8,Y,2,No,4,1,2662,7975,836,98,20,1,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,2,2,4,19,5,2,0,4,2
1875,28,Female,Married,3,Medical,1,Y,3,No,3,1,2856,3692,1172,78,19,1,80,Sales,"Sales Representative",1,3,2,No,Travel_Rarely,2,4,3,1,1,0,0,0,3
1876,30,Male,Single,3,Medical,1,Y,9,Yes,3,1,1081,16019,945,89,13,0,80,Sales,"Sales Representative",1,3,4,No,Travel_Rarely,2,3,2,1,1,0,0,0,3
1878,22,Male,Single,1,"Life Sciences",1,Y,7,Yes,4,1,2472,26092,391,75,23,0,80,"Research & Development","Research Scientist",1,3,2,Yes,Travel_Rarely,4,1,3,1,1,0,0,0,2
1880,36,Female,Married,4,"Technical Degree",1,Y,10,No,3,1,5673,6060,1266,63,13,1,80,Sales,"Sales Executive",2,2,3,Yes,Travel_Rarely,2,1,3,10,10,9,1,7,4
1881,31,Male,Divorced,3,"Life Sciences",1,Y,20,No,3,1,4197,18624,311,89,11,1,80,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,2,1,3,10,10,8,0,2,2
1882,34,Male,Married,3,"Life Sciences",2,Y,4,No,3,1,9713,24444,1480,64,13,3,80,Sales,"Sales Executive",3,3,4,Yes,Travel_Rarely,3,4,3,9,5,3,1,0,3
1883,29,Male,Single,3,"Life Sciences",3,Y,7,No,3,1,2062,19384,592,59,14,0,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,4,2,3,11,3,2,1,2,2
1885,37,Male,Married,4,Medical,5,Y,7,No,4,1,4284,13588,783,78,22,1,80,"Research & Development","Research Scientist",2,3,1,Yes,Travel_Rarely,4,3,3,16,5,3,0,4,2
1886,35,Female,Married,2,Other,0,Y,16,No,3,1,4788,25388,219,44,11,0,80,"Research & Development","Manufacturing Director",2,2,2,Yes,Travel_Rarely,4,4,3,4,3,2,0,2,2
1888,45,Female,Married,2,"Life Sciences",0,Y,25,No,3,1,5906,23888,556,93,13,2,80,"Research & Development","Manufacturing Director",2,2,4,No,Travel_Rarely,2,4,2,10,9,8,3,8,2
1890,36,Male,Single,1,"Human Resources",1,Y,2,No,4,1,3886,4223,1213,94,21,0,80,"Human Resources","Human Resources",2,2,4,No,Travel_Frequently,2,4,2,10,10,1,0,8,2
1892,40,Male,Divorced,4,"Life Sciences",2,Y,1,No,3,1,16823,18991,1137,98,11,1,80,"Research & Development",Manager,4,3,1,No,Travel_Rarely,1,1,3,22,19,7,11,16,3
1893,26,Female,Married,2,"Life Sciences",1,Y,1,No,3,1,2933,14908,482,90,13,1,80,"Research & Development","Research Scientist",1,2,3,Yes,Travel_Rarely,2,3,2,1,1,0,1,0,3
1898,27,Female,Single,2,Medical,0,Y,2,No,3,1,6500,26997,511,89,14,0,80,Sales,"Sales Executive",2,4,3,No,Travel_Rarely,1,2,2,9,8,7,0,7,5
1900,48,Female,Divorced,3,Medical,3,Y,22,No,3,1,17174,2437,117,58,11,1,80,"Research & Development",Manager,4,3,4,No,Travel_Frequently,4,2,3,24,22,17,4,7,3
1903,44,Male,Married,4,"Life Sciences",2,Y,1,No,3,1,5033,9364,170,78,15,1,80,"Research & Development","Healthcare Representative",2,4,1,No,Travel_Rarely,2,4,3,10,2,0,2,2,5
1905,34,Male,Married,4,"Technical Degree",1,Y,16,Yes,4,1,2307,14460,967,85,23,1,80,"Research & Development","Research Scientist",1,1,1,Yes,Non-Travel,4,2,3,5,5,2,3,0,2
1907,56,Male,Single,2,"Life Sciences",1,Y,24,Yes,3,1,2587,10261,1162,97,16,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,1,4,3,5,4,2,1,0,3
1908,36,Male,Married,2,Marketing,2,Y,17,No,3,1,5507,16822,335,33,16,2,80,Sales,"Sales Executive",2,2,2,No,Travel_Rarely,3,3,1,12,4,2,1,3,1
1909,41,Female,Married,3,Marketing,5,Y,8,No,4,1,4393,26841,337,54,21,1,80,Sales,"Sales Executive",2,3,2,No,Travel_Rarely,3,3,3,14,5,4,1,4,3
1911,42,Male,Married,3,Medical,9,Y,6,No,3,1,13348,14842,1396,83,13,1,80,"Research & Development","Research Director",3,3,1,No,Travel_Rarely,3,2,4,18,13,7,5,7,3
1912,31,Female,Divorced,2,Medical,2,Y,10,No,3,1,6583,20115,1079,86,11,1,80,Sales,"Sales Executive",2,3,4,Yes,Travel_Rarely,3,4,3,8,5,2,1,4,2
1915,34,Female,Married,1,Medical,3,Y,3,No,3,1,8103,16495,735,75,12,0,80,Sales,"Sales Executive",2,2,4,Yes,Travel_Rarely,4,3,2,9,4,2,0,1,3
1916,31,Female,Divorced,3,Medical,8,Y,4,No,3,1,3978,16031,471,62,12,1,80,"Research & Development","Laboratory Technician",1,4,3,No,Travel_Rarely,1,2,2,4,2,2,2,2,0
1918,26,Male,Married,3,Other,0,Y,6,No,3,1,2544,7102,1096,61,18,1,80,"Research & Development","Laboratory Technician",1,4,4,No,Travel_Frequently,3,1,3,8,7,7,7,7,3
1922,45,Male,Single,4,Medical,4,Y,1,No,3,1,5399,14511,1297,44,12,0,80,"Research & Development","Healthcare Representative",2,3,3,No,Travel_Frequently,2,3,3,12,4,2,0,3,3
1924,33,Male,Single,4,Marketing,1,Y,10,No,3,1,5487,10410,217,43,14,0,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,2,2,2,10,10,4,0,9,2
1927,28,Male,Married,2,"Life Sciences",1,Y,1,No,3,1,6834,19255,783,42,12,1,80,Sales,"Sales Executive",2,2,4,Yes,Travel_Frequently,3,3,3,7,7,7,0,7,2
1928,29,Male,Single,3,"Technical Degree",1,Y,24,Yes,3,1,1091,10642,746,45,17,0,80,Sales,"Sales Representative",1,4,1,No,Travel_Frequently,3,4,3,1,1,0,0,0,3
1929,39,Female,Married,4,"Life Sciences",6,Y,21,No,3,1,5736,3987,1251,32,19,1,80,Sales,"Sales Executive",2,1,3,No,Non-Travel,1,3,3,10,3,2,1,2,1
1931,27,Male,Married,4,"Technical Degree",1,Y,2,No,3,1,2226,6073,1354,41,11,1,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,2,3,2,6,5,3,1,2,3
1932,34,Male,Married,4,Other,1,Y,22,No,3,1,5747,26496,735,86,15,0,80,"Research & Development","Research Scientist",2,2,4,Yes,Travel_Frequently,3,2,3,16,15,10,6,11,3
1933,28,Female,Single,2,Marketing,3,Y,13,Yes,3,1,9854,23352,1475,84,11,0,80,Sales,"Sales Executive",2,3,3,Yes,Travel_Rarely,4,4,3,6,2,0,2,2,0
1934,47,Male,Married,4,"Technical Degree",8,Y,14,No,3,1,5467,2125,1169,64,18,1,80,"Research & Development","Research Scientist",2,3,2,No,Non-Travel,3,3,4,16,8,7,1,7,4
1935,56,Female,Married,5,Marketing,4,Y,11,No,3,1,5380,20328,1443,89,16,1,80,Sales,"Sales Executive",2,2,1,No,Travel_Rarely,4,3,3,6,0,0,0,0,3
1936,39,Male,Married,2,Medical,1,Y,9,No,4,1,5151,12315,867,87,25,1,80,"Research & Development","Manufacturing Director",2,3,1,No,Travel_Rarely,1,4,3,10,10,0,7,9,3
1937,38,Female,Divorced,3,Medical,1,Y,8,No,3,1,2133,18115,1394,58,16,1,80,"Research & Development","Research Scientist",2,2,2,Yes,Travel_Frequently,4,3,3,20,20,11,0,7,3
1938,58,Female,Married,3,"Life Sciences",4,Y,21,No,3,1,17875,11761,605,72,13,1,80,Sales,Manager,4,3,4,Yes,Travel_Rarely,4,3,2,29,1,0,0,0,2
1939,32,Female,Single,2,"Life Sciences",3,Y,5,Yes,3,1,2432,15318,238,47,14,0,80,"Research & Development","Research Scientist",1,4,3,Yes,Travel_Frequently,1,1,3,8,4,1,0,3,2
1940,38,Male,Divorced,2,"Life Sciences",2,Y,9,No,3,1,4771,14293,1206,71,19,2,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,2,4,4,10,5,2,0,3,0
1941,49,Male,Married,1,"Life Sciences",3,Y,2,No,3,1,19161,13738,1064,42,15,0,80,"Research & Development","Research Director",5,3,4,No,Travel_Frequently,2,4,3,28,5,4,4,3,3
1943,42,Male,Divorced,4,Marketing,3,Y,12,No,3,1,5087,2900,419,77,12,2,80,Sales,"Sales Executive",2,3,4,Yes,Travel_Rarely,2,3,3,14,0,0,0,0,4
1944,27,Female,Married,3,"Human Resources",1,Y,22,Yes,3,1,2863,19555,1337,58,12,0,80,"Human Resources","Human Resources",1,2,2,No,Travel_Frequently,1,1,3,1,1,0,0,0,2
1945,35,Male,Married,4,Medical,0,Y,18,No,3,1,5561,15975,682,71,16,1,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,2,4,1,6,5,3,0,4,2
1947,28,Male,Single,3,Medical,1,Y,16,No,3,1,2144,2122,1103,49,14,0,80,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,3,3,2,5,5,3,1,4,3
1948,31,Male,Divorced,2,Medical,1,Y,3,No,3,1,3065,3995,976,48,13,1,80,"Research & Development","Research Scientist",1,3,1,Yes,Non-Travel,3,4,4,4,4,2,2,3,3
1949,36,Male,Married,4,"Life Sciences",1,Y,9,No,4,1,2810,9238,1351,66,22,0,80,"Research & Development","Laboratory Technician",1,4,2,No,Non-Travel,1,2,3,5,5,4,0,2,3
1950,34,Male,Single,3,Marketing,1,Y,1,No,4,1,9888,6770,937,32,21,0,80,Sales,"Sales Executive",3,3,4,No,Travel_Rarely,1,1,2,14,14,8,2,1,3
